year;TR_ID;city;gender;total_crime;homicide;assault;sexual_crimes;kidnapping;defamation;theft;robbery;swindling;production_and_commerce_of_drugs;use_and_purchase_of_drugs;forgery;bad_treatment;embezzlement;bribery;smuggling;traffic_crimes;forestry_crimes;crimes_related_with_firearms_and_knifes;opposition_to_the_bankruptcy_and_enforcement_law;opposition_to_the_military_criminal_law;threat;damage_to_property;prevention_of_performance;contrary_to_the_measures_for_family_protection;other_crimes;unknown
2015;TRC22;Diyarbakır;Female;46;0;6;0;1;1;6;1;1;8;0;2;0;0;0;0;0;0;0;1;0;2;0;0;0;17;0
2015;TRC31;Mardin;Male;728;51;83;25;18;9;124;26;8;92;14;34;0;0;2;28;6;1;24;15;0;20;5;6;22;115;0
2015;TRC31;Mardin;Female;26;0;1;1;0;0;8;4;0;0;1;2;0;0;0;1;0;0;0;1;0;0;0;0;0;7;0
2015;TRC32;Batman;Male;612;25;61;4;2;12;146;22;5;67;6;19;1;0;0;9;4;0;21;14;0;25;7;14;20;128;0
2015;TRC32;Batman;Female;26;0;0;0;0;0;18;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0
2015;TRC33;Şırnak;Male;304;19;20;5;0;1;51;13;0;18;6;20;0;0;0;35;1;0;14;1;2;2;2;3;2;89;0
2015;TRC33;Şırnak;Female;12;0;0;0;0;0;7;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0
2015;TRC34;Siirt;Male;307;17;41;20;4;2;59;31;4;18;2;6;0;0;1;7;0;0;13;3;0;12;5;7;2;53;0
2015;TRC34;Siirt;Female;10;2;1;0;1;1;2;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
2014;TR100;İstanbul;Male;21219;1162;2234;530;266;233;4013;1831;555;2315;796;1211;6;35;48;137;50;8;771;976;35;382;205;174;665;2581;0
2014;TR100;İstanbul;Female;866;30;47;2;4;7;315;40;22;114;9;38;0;4;2;0;0;0;4;51;0;7;8;5;14;143;0
2014;TR211;Tekirdağ;Male;1857;89;265;80;48;41;341;89;28;81;20;97;1;2;6;16;28;2;34;195;29;88;24;18;64;171;0
2014;TR211;Tekirdağ;Female;57;1;4;0;2;3;12;1;1;12;0;1;0;1;0;0;2;0;0;8;0;2;0;0;0;7;0
2014;TR212;Edirne;Male;1500;62;202;55;24;29;226;35;13;94;3;46;0;11;1;26;15;0;17;110;7;74;33;8;45;364;0
2014;TR212;Edirne;Female;66;1;9;2;1;2;17;0;0;7;0;5;0;0;0;0;0;0;0;9;0;1;0;3;1;8;0
2014;TR213;Kırklareli;Male;940;38;152;45;12;25;168;31;17;51;10;44;0;4;0;18;17;6;12;93;0;49;24;13;35;76;0
2014;TR213;Kırklareli;Female;37;0;6;0;0;1;14;0;1;4;0;1;0;1;0;2;0;0;0;4;0;0;1;0;0;2;0
2014;TR221;Balıkesir;Male;3577;219;569;130;104;76;534;117;49;114;10;110;1;16;3;21;56;8;132;506;1;219;64;39;86;393;0
2014;TR221;Balıkesir;Female;177;2;10;2;2;3;69;1;3;10;2;7;0;0;0;0;0;0;0;21;0;4;3;0;5;33;0
2014;TR222;Çanakkale;Male;1486;76;209;53;29;33;233;60;25;17;8;55;0;5;0;13;24;10;16;196;4;105;23;13;92;187;0
2014;TR222;Çanakkale;Female;78;1;3;0;1;1;22;1;3;1;0;4;0;1;0;0;0;0;0;12;0;7;2;1;7;11;0
2014;TR310;İzmir;Male;13179;521;1680;374;237;248;2734;834;292;800;345;656;2;10;9;238;151;13;379;784;21;496;209;157;370;1619;0
2014;TR310;İzmir;Female;526;12;48;3;3;8;171;23;11;38;3;17;0;2;0;5;1;0;2;68;0;12;6;2;6;85;0
2014;TR321;Aydın;Male;3669;173;695;119;53;119;620;163;72;104;24;105;2;4;2;31;62;7;73;391;0;216;66;45;68;455;0
2014;TR321;Aydın;Female;125;2;18;1;4;4;37;6;3;6;1;2;0;3;0;0;0;0;0;14;0;4;3;1;0;16;0
2014;TR322;Denizli;Male;3404;185;527;90;80;83;505;182;139;88;23;166;0;8;1;29;64;5;83;450;0;195;37;48;86;330;0
2014;TR322;Denizli;Female;159;3;21;0;1;1;39;9;8;6;1;9;1;0;0;0;0;0;0;30;0;2;1;1;5;21;0
2014;TR323;Muğla;Male;2547;112;454;117;40;70;367;72;56;111;15;86;2;5;6;26;65;11;54;295;1;124;44;38;104;272;0
2014;TR323;Muğla;Female;96;0;12;1;1;5;21;1;1;2;0;3;0;1;1;2;0;1;0;22;0;2;1;0;0;19;0
2014;TR331;Manisa;Male;4121;171;676;193;109;87;695;163;96;257;34;117;3;15;0;48;91;11;63;474;1;216;54;51;108;388;0
2014;TR331;Manisa;Female;157;2;20;3;6;3;40;6;9;8;2;6;0;0;0;0;0;0;0;24;0;1;3;3;3;18;0
2014;TR332;Afyonkarahisar;Male;1659;126;250;98;61;46;194;80;48;40;11;66;0;4;1;11;26;5;35;228;0;101;30;8;31;159;0
2014;TR332;Afyonkarahisar;Female;57;6;4;1;0;1;18;0;5;3;0;4;0;0;0;0;0;0;0;3;0;0;2;0;0;10;0
2014;TR333;Kütahya;Male;1136;47;192;46;24;25;198;35;37;23;3;56;1;8;0;10;13;0;13;171;0;83;9;13;37;92;0
2014;TR333;Kütahya;Female;47;1;3;1;1;1;17;0;4;0;0;2;0;0;0;0;0;0;0;4;0;0;2;1;2;8;0
2014;TR334;Uşak;Male;1152;82;169;52;28;23;149;33;24;77;5;47;0;2;0;4;8;2;22;198;0;66;21;8;28;104;0
2014;TR334;Uşak;Female;47;1;4;0;1;0;10;1;2;2;1;1;0;0;0;0;1;0;0;6;0;0;2;0;0;15;0
2014;TR411;Bursa;Male;6197;256;913;244;119;122;1247;268;136;274;46;270;4;6;0;34;39;5;185;714;0;197;58;42;217;801;0
2014;TR411;Bursa;Female;318;7;11;1;2;3;108;6;10;47;1;13;0;1;0;1;0;0;2;41;0;4;4;0;1;55;0
2014;TR412;Eskişehir;Male;1848;88;386;64;31;57;384;52;38;36;16;75;3;5;2;14;10;0;41;186;9;90;39;13;31;178;0
2014;TR412;Eskişehir;Female;94;2;11;1;2;3;45;3;2;3;0;4;0;1;0;0;0;0;0;6;0;1;0;0;0;10;0
2014;TR413;Bilecik;Male;523;24;88;24;15;11;91;9;9;14;5;21;0;9;2;10;12;2;14;69;0;15;1;4;15;59;0
2014;TR413;Bilecik;Female;18;0;3;0;0;0;5;1;1;0;0;1;0;0;0;0;0;0;0;3;0;3;0;0;0;1;0
2014;TR421;Kocaeli;Male;2933;198;466;129;62;58;654;110;71;152;31;148;2;6;2;29;29;15;123;116;7;88;48;20;86;283;0
2014;TR421;Kocaeli;Female;124;1;8;1;1;4;73;0;2;3;1;9;0;0;0;0;0;0;1;4;0;1;0;0;0;15;0
2014;TR422;Sakarya;Male;1958;107;325;88;33;45;321;32;39;94;24;63;2;5;2;19;34;85;103;151;2;86;29;17;45;207;0
2014;TR422;Sakarya;Female;69;3;10;0;1;1;23;0;4;3;0;3;0;1;0;0;0;4;0;4;0;0;1;0;0;11;0
2014;TR423;Düzce;Male;915;47;174;46;57;32;150;27;10;52;1;33;0;3;1;8;10;6;29;56;0;62;29;7;28;47;0
2014;TR423;Düzce;Female;30;0;7;0;0;0;11;0;0;0;0;1;0;0;0;0;0;0;0;3;0;2;1;1;0;4;0
2014;TR424;Bolu;Male;760;42;145;24;16;26;106;20;8;21;3;29;0;2;1;6;15;3;11;146;0;29;10;7;16;74;0
2014;TR424;Bolu;Female;35;0;2;0;1;0;9;2;1;1;0;2;0;0;0;0;0;0;0;12;0;0;0;0;0;5;0
2014;TR425;Yalova;Male;488;20;82;16;5;14;97;26;13;16;4;32;0;2;0;2;5;0;17;50;0;17;8;3;14;45;0
2014;TR425;Yalova;Female;29;1;2;0;0;2;10;0;2;0;0;7;0;0;0;0;0;0;0;1;0;1;0;0;0;3;0
2014;TR510;Ankara;Male;8281;476;1233;285;165;128;1678;502;287;349;85;457;3;30;5;66;115;0;217;440;31;260;118;66;163;1122;0
2014;TR510;Ankara;Female;338;12;19;1;1;6;133;12;22;11;7;21;0;1;1;2;1;0;4;19;0;1;2;2;1;59;0
2014;TR521;Konya;Male;4716;203;720;147;114;106;829;202;95;221;52;173;5;6;1;68;43;2;103;599;0;254;79;38;90;566;0
2014;TR521;Konya;Female;164;8;15;3;8;3;36;2;4;21;0;10;0;0;0;2;0;1;2;15;0;4;1;0;3;26;0
2014;TR522;Karaman;Male;808;48;166;29;30;18;113;49;4;16;4;25;2;3;0;6;20;1;14;115;0;42;10;10;11;72;0
2014;TR522;Karaman;Female;23;1;2;0;0;0;6;0;1;2;0;2;0;0;0;0;0;0;0;5;0;0;0;0;0;4;0
2014;TR611;Antalya;Male;7393;339;965;204;164;170;1475;302;163;346;63;302;3;5;3;73;64;10;148;1028;1;257;98;46;238;926;0
2014;TR611;Antalya;Female;292;9;22;2;6;10;64;14;11;20;1;18;2;1;0;3;0;0;2;43;0;2;4;4;3;51;0
2014;TR612;Isparta;Male;1045;62;184;35;31;31;137;43;34;45;17;46;1;1;0;7;18;1;14;102;12;49;20;6;64;85;0
2014;TR612;Isparta;Female;55;2;5;0;1;3;12;1;5;2;5;0;0;0;0;0;0;0;0;3;0;2;3;0;0;11;0
2014;TR613;Burdur;Male;630;22;103;9;12;25;76;22;14;10;2;25;0;2;0;16;23;2;14;84;0;44;11;9;29;76;0
2014;TR613;Burdur;Female;24;2;3;0;0;0;8;0;1;0;0;0;0;0;0;0;0;0;0;2;0;2;1;0;1;4;0
2014;TR621;Adana;Male;6850;334;898;148;107;99;1219;294;142;938;236;286;2;12;7;180;38;19;220;296;16;226;94;55;126;858;0
2014;TR621;Adana;Female;234;5;25;3;1;6;46;11;8;27;10;9;1;1;0;6;1;0;0;13;0;3;6;0;0;52;0
2014;TR622;Mersin;Male;5413;274;746;134;83;94;1001;243;88;406;117;242;1;6;2;120;62;16;113;599;1;216;65;58;158;568;0
2014;TR622;Mersin;Female;185;4;31;1;4;6;56;4;5;15;2;9;0;1;0;0;1;0;0;7;0;2;3;1;0;33;0
2014;TR631;Hatay;Male;2815;139;374;88;67;34;524;114;54;269;58;87;0;6;4;284;7;18;68;87;1;99;37;19;79;298;0
2014;TR631;Hatay;Female;81;3;7;2;1;5;22;2;6;7;0;2;0;0;0;4;0;3;0;1;0;2;1;0;0;13;0
2014;TR632;Kahramanmaraş;Male;2050;120;337;98;50;32;305;89;32;94;36;106;2;5;1;80;27;18;45;170;2;96;32;23;18;232;0
2014;TR632;Kahramanmaraş;Female;52;3;5;0;0;0;13;0;2;4;1;0;0;0;0;0;0;0;0;7;0;2;0;0;0;15;0
2014;TR633;Osmaniye;Male;1275;70;198;47;26;26;218;39;17;140;14;37;0;2;0;36;5;36;23;82;0;62;18;14;37;128;0
2014;TR633;Osmaniye;Female;45;4;2;1;2;0;12;3;2;2;0;2;0;0;0;1;0;3;1;4;0;1;1;0;2;2;0
2014;TR711;Kırıkkale;Male;557;36;105;17;20;10;88;21;18;26;0;14;0;2;0;9;5;0;19;38;0;17;7;6;13;86;0
2014;TR711;Kırıkkale;Female;24;0;1;0;0;3;11;0;1;1;0;1;0;0;0;0;0;0;0;2;0;0;1;0;0;3;0
2014;TR712;Aksaray;Male;819;56;110;25;17;11;120;37;15;64;14;34;0;7;0;29;3;0;20;74;0;31;13;9;45;85;0
2014;TR712;Aksaray;Female;42;3;6;0;0;0;16;2;2;2;0;0;0;0;0;0;0;0;0;0;0;1;0;2;2;6;0
2014;TR713;Niğde;Male;946;61;183;30;34;25;100;13;8;25;10;27;0;0;0;16;15;0;17;186;0;42;21;6;33;94;0
2014;TR713;Niğde;Female;29;0;8;0;0;2;7;0;0;1;0;2;0;0;0;0;0;0;1;4;0;0;1;0;0;3;0
2014;TR714;Nevşehir;Male;750;43;131;39;10;27;54;33;11;14;2;27;0;0;0;9;39;1;10;115;0;59;11;11;26;78;0
2014;TR714;Nevşehir;Female;32;1;0;1;1;1;14;4;1;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;5;0
2014;TR715;Kırşehir;Male;463;25;81;19;8;8;67;19;5;17;4;18;0;2;0;10;6;0;14;26;1;21;12;7;12;81;0
2014;TR715;Kırşehir;Female;22;1;0;0;0;1;10;0;2;1;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;4;0
2014;TR721;Kayseri;Male;3471;161;623;214;82;78;481;167;58;235;18;115;0;8;1;46;26;3;71;329;0;158;60;27;161;349;0
2014;TR721;Kayseri;Female;174;5;11;6;4;0;74;4;4;6;1;5;0;0;0;0;0;0;0;13;0;3;1;4;1;32;0
2014;TR722;Sivas;Male;1155;86;259;71;18;33;156;23;5;68;6;27;1;2;0;9;13;1;33;120;4;58;17;12;36;97;0
2014;TR722;Sivas;Female;47;0;2;2;1;4;14;1;4;2;0;3;0;0;0;0;0;0;0;5;0;0;2;0;1;6;0
2014;TR723;Yozgat;Male;782;51;136;43;22;15;115;34;17;30;3;32;0;4;0;15;7;3;16;77;0;38;7;10;27;80;0
2014;TR723;Yozgat;Female;30;1;5;1;0;1;13;1;1;0;0;0;0;1;0;0;0;0;0;3;0;0;0;0;0;3;0
2014;TR811;Zonguldak;Male;1403;65;300;65;45;56;172;31;22;24;7;44;1;3;1;10;19;17;47;122;1;89;41;18;61;142;0
2014;TR811;Zonguldak;Female;62;5;10;0;1;1;13;1;1;2;0;4;0;0;0;0;0;0;0;5;0;3;0;0;5;11;0
2014;TR812;Karabük;Male;550;31;131;24;10;24;84;12;12;8;6;21;0;0;0;8;7;0;12;56;0;24;12;9;22;37;0
2014;TR812;Karabük;Female;24;1;5;0;0;1;0;3;1;0;0;1;0;0;0;0;0;0;0;0;0;4;0;0;0;8;0
2014;TR813;Bartın;Male;381;18;76;25;20;9;36;18;1;6;0;17;0;0;0;4;1;4;4;42;0;27;11;1;9;52;0
2014;TR813;Bartın;Female;25;0;6;1;1;0;3;2;1;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;6;0
2014;TR821;Kastamonu;Male;810;66;124;43;18;28;52;42;8;26;5;19;0;3;1;6;26;6;27;160;0;45;13;10;21;61;0
2014;TR821;Kastamonu;Female;34;2;10;0;2;0;3;2;0;0;0;2;0;0;0;0;0;0;1;7;0;0;0;0;0;5;0
2014;TR822;Çankırı;Male;276;13;58;23;10;13;35;7;1;8;0;11;0;2;0;3;8;1;8;15;1;19;3;2;4;31;0
2014;TR822;Çankırı;Female;17;0;1;0;0;0;1;3;2;2;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;5;0
2014;TR823;Sinop;Male;494;29;78;20;21;18;54;8;4;14;2;12;0;2;0;0;14;7;26;28;0;37;19;9;38;54;0
2014;TR823;Sinop;Female;12;1;1;1;1;1;1;0;0;0;0;2;0;0;0;0;0;1;0;1;0;0;0;0;2;0;0
2014;TR831;Samsun;Male;3106;217;525;115;91;81;382;101;53;119;38;149;3;2;0;38;37;21;154;300;0;164;65;51;83;317;0
2014;TR831;Samsun;Female;127;4;20;0;6;1;39;5;9;5;2;4;0;1;0;1;0;0;1;11;0;2;0;0;1;15;0
2014;TR832;Tokat;Male;1183;54;199;48;28;28;147;49;12;16;9;47;0;3;5;10;32;7;37;177;0;58;25;9;48;135;0
2014;TR832;Tokat;Female;43;0;4;1;1;2;8;3;2;0;0;4;0;0;0;0;0;0;0;7;0;1;1;0;0;9;0
2014;TR833;Çorum;Male;1313;67;245;59;22;44;170;45;34;9;6;35;0;2;1;8;31;8;40;164;1;103;28;11;25;155;0
2014;TR833;Çorum;Female;53;4;4;2;2;3;17;0;0;1;0;5;0;0;0;0;0;0;0;4;0;0;0;0;0;11;0
2014;TR834;Amasya;Male;776;45;101;31;22;25;100;17;15;5;0;17;0;4;0;8;23;1;16;158;0;51;25;11;41;60;0
2014;TR834;Amasya;Female;33;0;6;0;3;0;6;0;0;0;0;1;0;0;0;0;0;0;0;8;0;1;0;1;1;6;0
2014;TR901;Trabzon;Male;1312;70;285;30;33;56;174;29;21;35;31;35;1;0;1;23;15;6;76;52;1;87;30;29;25;167;0
2014;TR901;Trabzon;Female;21;2;4;0;2;1;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;4;0
2014;TR902;Ordu;Male;1632;86;322;76;62;51;149;44;29;37;9;45;2;1;2;7;28;18;62;217;0;99;23;15;98;150;0
2014;TR902;Ordu;Female;68;1;15;3;2;2;12;2;3;1;0;1;2;0;0;1;0;1;0;5;0;4;2;1;1;9;0
2014;TR903;Giresun;Male;988;54;243;53;30;48;90;19;11;15;3;12;0;3;8;5;43;6;50;39;0;74;22;11;39;110;0
2014;TR903;Giresun;Female;32;1;8;0;1;0;4;0;0;0;0;0;0;0;0;0;0;0;1;3;0;2;3;0;2;7;0
2014;TR904;Rize;Male;501;42;83;26;16;11;68;17;9;10;10;11;0;1;0;14;8;1;40;20;0;47;16;5;15;31;0
2014;TR904;Rize;Female;14;0;1;0;0;2;4;0;0;0;0;0;0;0;0;1;0;0;1;0;0;2;1;0;0;2;0
2014;TR905;Artvin;Male;208;8;37;4;7;8;30;18;1;6;1;8;0;2;0;10;1;2;5;9;0;8;2;6;7;28;0
2014;TR905;Artvin;Female;4;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
2014;TR906;Gümüşhane;Male;277;9;42;5;5;21;20;1;0;10;1;5;1;0;0;3;6;1;12;0;0;11;11;5;6;102;0
2014;TR906;Gümüşhane;Female;9;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0
2014;TRA11;Erzurum;Male;1601;104;268;59;24;32;223;41;11;94;11;46;0;6;0;42;6;0;57;233;3;35;12;27;73;194;0
2014;TRA11;Erzurum;Female;42;1;4;0;1;2;9;0;1;3;0;3;0;0;0;1;0;0;2;4;0;3;0;1;3;4;0
2014;TRA12;Erzincan;Male;565;29;77;19;5;14;101;19;14;35;7;13;0;1;0;14;5;2;4;66;1;29;12;6;15;77;0
2014;TRA12;Erzincan;Female;22;1;1;0;0;2;6;1;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;8;0
2014;TRA13;Bayburt;Male;90;7;11;3;2;2;21;1;0;5;2;4;0;0;0;2;1;0;4;2;0;4;2;1;3;13;0
2014;TRA13;Bayburt;Female;2;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;TRA21;Ağrı;Male;735;62;99;13;10;6;78;25;30;60;5;31;0;4;2;63;0;0;23;2;3;38;5;16;21;139;0
2014;TRA21;Ağrı;Female;21;0;1;0;0;0;0;0;4;9;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;5;0
2014;TRA22;Kars;Male;616;55;134;16;16;22;60;26;10;14;10;12;0;1;0;28;7;0;30;19;1;39;6;14;16;80;0
2014;TRA22;Kars;Female;9;1;3;0;1;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
2014;TRA23;Iğdır;Male;456;20;107;18;17;5;45;17;10;17;17;12;0;0;0;17;5;0;12;7;0;22;4;4;17;83;0
2014;TRA23;Iğdır;Female;9;0;2;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;0
2014;TRA24;Ardahan;Male;263;12;66;4;14;9;35;5;0;0;0;8;0;1;0;1;4;2;5;1;0;13;5;3;12;63;0
2014;TRA24;Ardahan;Female;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
2014;TRB11;Malatya;Male;1333;91;174;51;11;34;251;60;27;136;20;52;0;6;1;33;7;2;62;19;6;39;28;15;35;173;0
2014;TRB11;Malatya;Female;69;4;3;2;1;2;25;3;1;2;0;3;0;0;0;0;0;0;0;0;0;0;0;1;0;22;0
2014;TRB12;Elâzığ;Male;1409;82;241;27;15;16;211;59;12;228;15;43;0;5;1;85;3;1;48;79;8;48;10;21;29;122;0
2014;TRB12;Elâzığ;Female;46;2;1;0;0;1;16;1;2;3;0;4;0;0;0;0;0;0;1;2;0;0;0;3;0;10;0
2014;TRB13;Bingöl;Male;358;16;65;8;13;8;52;5;3;50;8;6;0;0;0;9;1;1;13;4;0;20;5;4;13;54;0
2014;TRB13;Bingöl;Female;6;1;0;0;1;0;2;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
2014;TRB14;Tunceli;Male;136;7;38;4;3;5;17;1;1;4;0;1;0;0;0;0;1;0;1;1;0;9;3;3;10;27;0
2014;TRB14;Tunceli;Female;7;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0
2014;TRB21;Van;Male;1345;62;105;23;10;12;135;21;8;205;11;27;0;2;8;159;0;0;33;14;9;24;10;12;42;413;0
2014;TRB21;Van;Female;25;2;1;0;0;1;4;2;0;2;0;1;0;0;0;1;0;0;0;0;0;1;0;0;2;8;0
2014;TRB22;Muş;Male;349;36;44;6;3;4;64;5;5;25;4;11;0;3;2;16;3;0;17;0;0;11;2;3;12;73;0
2014;TRB22;Muş;Female;9;0;0;0;0;0;6;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;TRB23;Bitlis;Male;413;24;61;1;9;8;62;4;1;41;4;16;0;1;0;26;0;2;12;1;0;17;5;5;5;108;0
2014;TRB23;Bitlis;Female;12;0;0;0;0;0;5;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0
2014;TRB24;Hakkari;Male;258;15;16;2;3;0;19;3;1;72;0;8;2;1;0;24;0;0;6;0;0;2;1;2;4;77;0
2014;TRB24;Hakkari;Female;7;1;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0
2014;TRC11;Gaziantep;Male;4234;269;679;92;60;61;799;225;72;354;81;172;1;7;7;160;22;0;201;211;13;132;39;31;101;445;0
2014;TRC11;Gaziantep;Female;107;3;10;0;3;0;33;6;2;2;3;5;0;0;0;0;0;0;2;3;0;2;2;1;3;27;0
2014;TRC12;Adıyaman;Male;556;38;67;10;7;10;107;8;13;48;11;41;0;1;0;26;5;2;23;14;0;21;6;10;24;64;0
2014;TRC12;Adıyaman;Female;18;0;0;0;0;0;9;1;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0
2014;TRC13;Kilis;Male;312;14;41;13;2;3;44;16;1;50;7;12;0;1;2;48;0;1;8;12;0;5;2;7;3;20;0
2014;TRC13;Kilis;Female;3;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
2014;TRC21;Şanlıurfa;Male;1986;118;232;43;36;13;284;56;78;393;35;67;0;1;2;78;1;0;77;46;0;56;25;33;40;272;0
2014;TRC21;Şanlıurfa;Female;32;2;2;0;0;1;13;1;0;4;0;4;0;0;0;0;0;0;0;2;0;0;0;0;0;3;0
2014;TRC22;Diyarbakır;Male;2780;182;233;40;40;15;460;165;29;694;20;71;0;4;0;92;5;0;120;20;9;39;23;32;20;467;0
2014;TRC22;Diyarbakır;Female;83;2;4;3;1;0;6;1;0;13;1;2;0;0;0;1;0;0;0;0;0;2;1;0;0;46;0
2014;TRC31;Mardin;Male;868;56;84;47;20;13;123;21;7;103;29;42;1;1;0;36;2;2;64;13;0;26;5;11;18;144;0
2014;TRC31;Mardin;Female;25;1;2;1;2;0;7;2;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;8;0
2014;TRC32;Batman;Male;620;26;86;11;5;7;139;22;6;66;2;12;0;0;1;17;0;2;18;5;0;14;10;5;29;137;0
2014;TRC32;Batman;Female;19;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0
2014;TRC33;Şırnak;Male;378;23;25;6;6;2;46;12;3;15;3;30;0;0;0;61;0;0;15;0;1;2;1;2;1;124;0
2014;TRC33;Şırnak;Female;17;1;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;8;0
2014;TRC34;Siirt;Male;288;28;32;15;6;5;43;21;3;21;6;20;0;1;2;8;0;0;6;0;0;7;7;7;3;47;0
2014;TRC34;Siirt;Female;9;0;1;0;0;0;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0
2013;TR100;İstanbul;Male;17499;818;2097;323;143;179;2977;1137;312;2086;734;1015;12;26;38;96;16;10;1271;1118;28;218;231;164;529;1921;0
2013;TR100;İstanbul;Female;572;11;36;1;0;12;191;17;12;51;4;27;0;1;2;0;0;0;8;58;0;4;6;5;10;116;0
2013;TR211;Tekirdağ;Male;1692;99;316;52;31;35;262;63;20;48;10;55;0;8;6;12;15;5;69;185;34;60;42;22;96;147;0
2013;TR211;Tekirdağ;Female;48;1;3;0;1;1;14;5;0;3;0;4;0;0;0;0;0;0;0;6;0;1;0;0;1;8;0
2013;TR212;Edirne;Male;1321;49;202;35;13;33;147;22;12;78;6;49;0;5;1;22;13;0;28;117;1;57;34;9;47;341;0
2013;TR212;Edirne;Female;45;1;7;1;0;0;8;1;0;6;0;3;0;0;0;1;0;0;0;5;0;1;2;0;0;9;0
2013;TR213;Kırklareli;Male;821;41;168;30;6;21;96;17;9;36;4;41;0;7;1;46;10;4;22;101;0;40;32;3;23;63;0
2013;TR213;Kırklareli;Female;22;0;5;0;0;0;8;0;1;0;0;2;0;0;0;0;0;0;0;2;0;0;1;0;0;3;0
2013;TR221;Balıkesir;Male;3701;163;775;125;63;112;460;69;46;64;22;89;2;12;1;29;41;20;222;577;1;194;98;44;160;312;0
2013;TR221;Balıkesir;Female;159;3;14;1;7;6;51;1;4;4;2;3;0;0;1;0;0;0;2;24;0;5;3;1;7;20;0
2013;TR222;Çanakkale;Male;1567;50;259;46;26;33;171;30;20;15;7;75;3;7;0;23;14;11;49;299;10;105;21;19;106;168;0
2013;TR222;Çanakkale;Female;74;1;9;0;4;2;8;2;2;0;0;2;0;0;0;0;0;0;0;17;0;0;4;0;9;14;0
2013;TR310;İzmir;Male;12281;440;1872;292;160;258;2279;556;238;591;402;624;4;28;23;209;100;20;593;999;25;399;274;189;407;1299;0
2013;TR310;İzmir;Female;495;10;39;8;3;12;166;13;10;37;6;26;0;0;1;1;0;0;3;72;0;3;12;4;4;65;0
2013;TR321;Aydın;Male;3594;130;796;102;52;128;445;89;47;79;26;84;1;11;5;47;39;3;144;559;1;174;90;47;121;374;0
2013;TR321;Aydın;Female;149;3;24;2;1;5;35;4;3;10;1;5;0;1;0;0;0;0;0;27;0;6;7;1;4;10;0
2013;TR322;Denizli;Male;3398;128;666;91;67;129;369;121;83;41;28;142;1;9;3;23;39;8;170;582;1;160;62;45;118;312;0
2013;TR322;Denizli;Female;128;4;9;1;5;7;28;7;2;4;1;6;0;0;0;0;0;1;1;27;0;2;1;0;3;19;0
2013;TR323;Muğla;Male;2605;110;638;95;38;75;304;35;27;51;17;80;3;5;4;31;44;13;83;353;0;99;65;24;112;299;0
2013;TR323;Muğla;Female;88;6;10;0;1;5;16;1;2;2;0;1;0;2;0;0;1;0;0;19;0;2;2;2;0;16;0
2013;TR331;Manisa;Male;4419;155;1031;135;88;107;548;95;68;203;44;117;2;16;4;68;60;22;171;607;0;177;113;56;148;384;0
2013;TR331;Manisa;Female;161;1;24;3;6;10;37;4;6;6;1;6;0;2;1;0;0;0;1;20;0;2;8;0;3;20;0
2013;TR332;Afyonkarahisar;Male;1819;100;323;67;46;40;152;50;31;23;4;56;0;9;3;22;17;2;72;495;0;70;28;11;45;153;0
2013;TR332;Afyonkarahisar;Female;67;5;12;2;2;3;8;3;3;1;0;2;0;0;0;0;0;0;2;3;0;0;3;1;6;11;0
