year;TR_ID;city;gender;total_crime;homicide;assault;sexual_crimes;kidnapping;defamation;theft;robbery;swindling;production_and_commerce_of_drugs;use_and_purchase_of_drugs;forgery;bad_treatment;embezzlement;bribery;smuggling;traffic_crimes;forestry_crimes;crimes_related_with_firearms_and_knifes;opposition_to_the_bankruptcy_and_enforcement_law;opposition_to_the_military_criminal_law;threat;damage_to_property;prevention_of_performance;contrary_to_the_measures_for_family_protection;other_crimes;unknown
2018;TR613;Burdur;Male;1047;37;191;26;28;25;154;27;33;10;6;21;0;1;0;17;102;4;24;76;7;70;10;15;10;153;0
2018;TR613;Burdur;Female;49;3;10;2;2;1;10;2;1;1;1;2;0;0;0;1;2;0;0;3;0;2;0;0;2;4;0
2018;TR621;Adana;Male;9989;440;1009;176;108;148;1716;545;243;1325;478;312;7;5;6;559;242;11;273;201;45;386;76;85;87;1503;3
2018;TR621;Adana;Female;370;11;23;0;4;7;77;19;7;43;13;17;3;0;0;9;1;2;5;8;0;7;1;5;0;108;0
2018;TR622;Mersin;Male;7650;298;781;146;71;125;1395;502;228;801;167;208;1;10;2;367;292;33;97;402;19;319;69;77;166;1072;2
2018;TR622;Mersin;Female;336;9;24;1;2;9;78;18;9;24;8;11;0;0;0;7;8;1;4;14;0;7;4;1;2;95;0
2018;TR631;Hatay;Male;4519;148;515;87;51;60;726;217;114;396;126;110;2;3;12;336;114;74;87;203;51;134;27;56;80;788;2
2018;TR631;Hatay;Female;153;4;6;0;1;2;28;2;5;11;3;3;1;0;0;6;1;29;3;16;0;5;1;0;2;24;0
2018;TR632;Kahramanmaraş;Male;2376;121;360;83;34;36;368;127;37;147;49;53;1;2;0;100;101;21;54;116;11;113;28;19;23;371;1
2018;TR632;Kahramanmaraş;Female;83;2;13;1;2;5;19;3;0;4;1;0;0;0;0;1;1;2;2;7;0;4;0;0;1;15;0
2018;TR633;Osmaniye;Male;1777;67;207;29;22;25;327;94;21;135;116;41;1;5;0;56;36;11;36;100;6;96;22;20;14;288;2
2018;TR633;Osmaniye;Female;77;0;3;0;0;3;22;2;2;5;1;1;0;0;0;1;0;1;1;10;0;3;1;1;0;20;0
2018;TR711;Kırıkkale;Male;820;31;129;22;9;16;118;34;24;44;29;20;0;0;1;41;40;0;14;52;10;40;9;11;14;111;1
2018;TR711;Kırıkkale;Female;33;5;1;0;0;1;13;0;2;1;1;0;0;0;0;2;0;0;0;3;0;0;0;0;0;4;0
2018;TR712;Aksaray;Male;1126;53;202;30;21;10;201;67;13;101;34;30;0;3;0;48;28;0;24;41;1;77;9;17;5;110;1
2018;TR712;Aksaray;Female;45;0;2;0;1;1;19;4;1;2;0;0;0;0;0;4;0;0;0;0;0;2;0;0;0;9;0
2018;TR713;Niğde;Male;1348;38;195;24;23;29;149;39;27;62;35;16;1;2;0;61;65;0;24;115;4;64;13;13;90;259;0
2018;TR713;Niğde;Female;48;2;5;1;1;1;5;0;0;1;0;0;0;0;0;0;1;0;0;9;0;2;1;0;4;15;0
2018;TR714;Nevşehir;Male;1032;36;181;43;28;28;140;48;16;50;24;19;0;1;1;20;49;1;12;87;2;81;15;19;31;100;0
2018;TR714;Nevşehir;Female;56;0;7;2;0;1;18;5;3;0;0;0;0;1;0;0;3;0;1;5;0;0;2;0;0;8;0
2018;TR715;Kırşehir;Male;649;19;105;14;16;19;94;31;6;36;17;18;0;1;0;25;29;1;5;39;5;37;6;16;4;106;0
2018;TR715;Kırşehir;Female;19;0;2;0;0;0;10;2;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3;0
2018;TR721;Kayseri;Male;5151;183;716;163;93;97;686;277;132;371;155;113;2;4;1;149;77;1;96;683;31;224;61;52;164;619;1
2018;TR721;Kayseri;Female;276;6;26;2;4;3;95;12;5;17;10;4;2;0;0;3;2;0;1;29;0;4;4;3;3;41;0
2018;TR722;Sivas;Male;1746;66;287;36;20;39;156;49;31;95;32;28;0;0;0;82;64;1;65;259;21;117;19;47;30;200;2
2018;TR722;Sivas;Female;76;1;7;0;0;0;20;1;0;2;0;2;0;0;0;1;1;0;3;15;0;4;0;0;0;19;0
2018;TR723;Yozgat;Male;879;38;146;37;22;19;112;40;19;35;10;19;0;6;0;26;31;2;4;91;7;54;15;17;19;109;1
2018;TR723;Yozgat;Female;28;2;6;0;0;2;9;1;1;0;0;1;0;0;0;0;0;0;0;2;0;1;0;0;0;3;0
2018;TR811;Zonguldak;Male;1675;52;296;61;34;35;214;48;29;56;23;44;1;0;0;12;91;22;34;159;10;121;23;29;97;184;0
2018;TR811;Zonguldak;Female;60;0;6;0;0;1;15;1;3;0;0;3;1;0;0;0;1;2;0;6;0;8;1;1;1;10;0
2018;TR812;Karabük;Male;601;30;103;31;3;20;86;22;9;19;3;18;0;1;0;7;39;2;4;68;5;34;12;10;14;61;0
2018;TR812;Karabük;Female;30;1;3;0;0;2;7;0;2;2;0;0;0;0;0;0;0;0;0;4;0;5;1;0;0;3;0
2018;TR813;Bartın;Male;502;25;92;28;9;14;44;29;7;15;4;12;0;0;0;3;20;3;4;55;2;29;7;10;25;65;0
2018;TR813;Bartın;Female;30;3;5;0;1;1;8;0;1;0;0;0;1;0;0;0;0;0;0;3;0;1;0;0;0;6;0
2018;TR821;Kastamonu;Male;826;41;167;17;22;31;95;34;6;18;8;19;0;1;3;11;34;3;14;42;2;64;25;18;21;130;0
2018;TR821;Kastamonu;Female;29;4;5;1;0;1;3;1;1;0;0;1;0;0;0;0;0;0;0;1;0;3;2;0;0;6;0
2018;TR822;Çankırı;Male;355;25;40;11;7;10;46;17;8;9;3;8;0;1;0;10;12;0;10;10;28;16;4;6;20;53;1
2018;TR822;Çankırı;Female;12;0;0;0;0;0;3;0;2;1;0;0;0;0;0;0;0;0;0;2;0;1;0;0;1;2;0
2018;TR823;Sinop;Male;613;20;103;30;14;20;66;23;10;19;6;9;0;0;0;7;39;6;17;32;2;71;8;14;20;76;1
2018;TR823;Sinop;Female;22;2;2;0;3;1;3;0;0;1;0;1;0;0;0;0;1;1;0;2;0;1;0;1;1;2;0
2018;TR831;Samsun;Male;4574;179;755;111;83;70;583;148;92;156;312;127;0;3;2;77;176;29;181;389;21;302;49;93;118;517;1
2018;TR831;Samsun;Female;182;1;13;0;2;4;74;4;6;4;3;4;1;1;0;0;1;0;1;21;0;6;2;3;1;30;0
2018;TR832;Tokat;Male;1357;58;153;47;34;37;144;42;27;39;17;45;1;0;0;36;92;11;42;108;9;66;17;31;64;237;0
2018;TR832;Tokat;Female;50;4;5;0;1;1;10;0;3;0;0;1;0;0;0;2;0;0;0;3;0;2;2;1;3;12;0
2018;TR833;Çorum;Male;1535;81;208;44;30;23;213;88;39;37;18;45;0;1;0;43;86;9;34;144;9;117;16;15;31;204;0
2018;TR833;Çorum;Female;83;3;6;1;2;1;35;4;7;0;0;1;0;0;0;0;0;0;1;3;0;3;2;0;1;13;0
2018;TR834;Amasya;Male;1137;37;175;30;25;23;120;20;16;22;20;22;0;1;0;23;93;3;24;226;5;69;14;16;17;136;0
2018;TR834;Amasya;Female;47;1;5;0;2;6;11;0;2;1;0;2;0;0;0;0;0;0;0;8;0;1;0;0;0;8;0
2018;TR901;Trabzon;Male;1932;75;330;38;17;46;257;43;34;87;98;39;0;3;2;107;94;7;103;72;13;126;31;43;15;251;1
2018;TR901;Trabzon;Female;51;2;5;0;0;2;12;0;0;0;1;1;0;0;0;5;2;1;1;1;0;3;0;1;1;13;0
2018;TR902;Ordu;Male;2097;79;352;87;43;34;268;98;41;47;75;35;0;2;0;52;109;28;50;150;9;132;26;35;71;274;0
2018;TR902;Ordu;Female;98;0;19;1;2;1;19;2;6;2;0;4;1;0;0;2;3;2;1;3;0;3;3;3;4;17;0
2018;TR903;Giresun;Male;1032;36;198;29;30;34;108;24;12;16;12;11;0;1;2;20;80;5;45;36;4;75;25;31;28;170;0
2018;TR903;Giresun;Female;35;3;3;0;0;1;8;0;0;0;0;0;0;0;0;1;0;0;1;0;0;2;0;1;0;15;0
2018;TR904;Rize;Male;963;34;145;30;10;37;141;34;20;43;50;12;0;0;0;39;36;8;63;23;2;55;17;25;21;118;0
2018;TR904;Rize;Female;22;0;1;0;1;0;5;0;1;0;0;0;0;0;0;4;0;0;0;1;0;1;1;0;0;7;0
2018;TR905;Artvin;Male;430;18;56;13;6;5;46;10;9;12;2;23;0;0;0;85;15;1;9;40;0;9;4;6;11;50;0
2018;TR905;Artvin;Female;16;0;2;0;0;1;0;1;0;1;0;2;0;0;0;5;0;0;0;0;0;0;0;1;0;3;0
2018;TR906;Gümüşhane;Male;265;8;48;7;5;7;20;1;1;9;3;8;0;0;0;6;28;3;7;8;3;22;8;8;6;49;0
2018;TR906;Gümüşhane;Female;4;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0
2018;TRA11;Erzurum;Male;1856;90;302;39;25;33;243;84;22;97;20;30;0;2;1;166;26;2;49;119;57;72;17;30;38;291;1
2018;TRA11;Erzurum;Female;43;1;2;0;0;0;7;0;1;4;0;1;1;1;0;5;0;0;0;5;0;2;1;0;0;12;0
2018;TRA12;Erzincan;Male;610;8;100;16;9;13;98;17;13;37;7;7;0;0;0;49;26;0;9;20;19;32;6;12;19;93;0
2018;TRA12;Erzincan;Female;11;0;0;0;0;0;3;1;0;1;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;3;0
2018;TRA13;Bayburt;Male;126;4;20;5;4;4;12;4;4;11;3;3;0;0;0;4;6;0;1;0;1;6;1;3;3;27;0
2018;TRA13;Bayburt;Female;4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0
2018;TRA21;Ağrı;Male;1323;71;155;23;10;18;140;55;22;105;27;28;0;2;2;200;11;0;27;8;37;42;7;10;38;285;0
2018;TRA21;Ağrı;Female;20;0;1;0;0;0;3;0;1;6;0;1;0;0;0;2;0;0;0;0;0;1;1;0;0;4;0
2018;TRA22;Kars;Male;702;43;158;17;15;15;67;30;10;25;14;4;1;0;0;20;18;0;27;8;18;43;6;19;15;129;0
2018;TRA22;Kars;Female;21;1;5;2;1;2;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;6;0
2018;TRA23;Iğdır;Male;609;39;96;12;13;6;75;32;5;14;12;10;0;0;0;53;15;0;17;11;5;25;5;7;17;140;0
2018;TRA23;Iğdır;Female;22;4;1;1;0;0;7;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;6;0
2018;TRA24;Ardahan;Male;279;7;80;4;10;9;33;1;3;3;2;5;0;0;0;11;8;1;5;10;1;17;4;8;5;52;0
2018;TRA24;Ardahan;Female;8;0;3;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0
2018;TRB11;Malatya;Male;1784;80;283;35;33;22;315;107;26;179;65;35;4;1;0;118;39;0;66;20;17;56;19;22;42;200;0
2018;TRB11;Malatya;Female;43;1;8;0;0;2;13;1;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;13;0
2018;TRB12;Elâzığ;Male;1745;77;222;27;12;23;329;93;25;216;70;39;1;0;1;80;32;1;32;82;25;62;11;27;24;234;0
2018;TRB12;Elâzığ;Female;54;0;7;0;0;0;13;4;2;4;1;0;0;0;0;0;1;0;0;2;0;2;1;0;2;15;0
2018;TRB13;Bingöl;Male;472;13;56;13;7;8;69;31;4;61;14;9;0;1;0;17;6;1;13;2;16;16;2;6;16;91;0
2018;TRB13;Bingöl;Female;7;1;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
2018;TRB14;Tunceli;Male;187;10;44;4;2;3;14;5;1;9;7;0;1;0;0;1;8;1;2;2;9;10;1;1;5;47;0
2018;TRB14;Tunceli;Female;7;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;4;0
2018;TRB21;Van;Male;2401;70;277;35;19;20;358;63;10;239;26;44;1;1;1;404;10;0;57;15;15;55;32;21;14;613;1
2018;TRB21;Van;Female;46;1;1;0;1;0;15;0;0;5;0;1;0;0;0;2;0;0;1;0;0;1;0;0;0;18;0
2018;TRB22;Muş;Male;713;38;68;12;9;9;101;23;11;54;8;14;0;0;0;54;6;0;26;3;9;27;10;6;13;212;0
2018;TRB22;Muş;Female;26;3;0;0;1;0;3;1;0;2;0;1;0;0;0;3;0;0;0;0;0;0;0;0;0;12;0
2018;TRB23;Bitlis;Male;793;33;86;11;5;7;112;11;2;63;31;6;0;0;0;117;3;0;13;6;11;19;9;15;8;225;0
2018;TRB23;Bitlis;Female;18;0;1;0;0;2;4;0;0;4;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;5;0
2018;TRB24;Hakkari;Male;453;12;26;3;2;0;19;10;1;61;8;9;1;0;1;70;1;0;26;2;6;1;2;2;4;185;1
2018;TRB24;Hakkari;Female;21;0;0;0;0;0;1;0;1;4;0;1;0;0;0;4;0;0;0;0;0;0;0;0;0;10;0
2018;TRC11;Gaziantep;Male;7434;289;944;69;55;66;1642;473;164;564;178;213;1;2;3;399;86;9;381;465;63;214;65;35;52;1000;2
2018;TRC11;Gaziantep;Female;194;6;21;1;3;0;48;7;11;12;4;10;0;0;0;2;0;0;2;19;0;4;0;2;1;41;0
2018;TRC12;Adıyaman;Male;1065;45;146;19;12;8;184;31;32;143;68;26;0;0;1;23;28;6;26;31;3;39;7;12;16;159;0
2018;TRC12;Adıyaman;Female;39;0;3;0;0;0;9;2;4;4;4;2;0;0;0;0;0;0;0;0;0;1;1;0;0;9;0
2018;TRC13;Kilis;Male;776;21;70;7;1;4;121;46;5;71;32;10;1;0;3;136;16;1;34;17;7;19;6;11;13;123;1
2018;TRC13;Kilis;Female;15;1;0;0;0;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0
2018;TRC21;Şanlıurfa;Male;3911;115;327;43;51;30;846;171;74;595;252;71;4;1;1;192;42;0;117;64;42;101;31;40;23;677;1
2018;TRC21;Şanlıurfa;Female;99;3;5;0;0;3;36;4;5;7;2;2;0;0;0;4;0;0;0;1;0;0;0;2;1;24;0
2018;TRC22;Diyarbakır;Male;4657;179;399;53;40;27;717;360;44;905;108;126;1;2;1;291;73;4;175;28;77;85;19;28;88;822;5
2018;TRC22;Diyarbakır;Female;127;3;6;1;4;2;13;2;1;24;0;3;0;0;0;3;0;0;2;0;0;0;1;1;0;61;0
2018;TRC31;Mardin;Male;1534;54;130;22;9;12;239;94;27;129;64;43;1;0;3;169;27;2;60;16;10;27;11;13;18;353;1
2018;TRC31;Mardin;Female;37;2;0;0;0;1;6;0;2;0;2;1;0;0;0;3;0;0;2;0;0;0;0;0;0;18;0
2018;TRC32;Batman;Male;1225;30;119;14;8;4;289;47;14;111;12;26;0;1;0;60;8;0;42;11;3;25;6;9;54;331;1
2018;TRC32;Batman;Female;48;2;0;0;1;0;27;2;0;2;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;11;0
2018;TRC33;Şırnak;Male;1271;24;65;3;6;4;84;13;7;18;20;11;0;0;5;716;2;1;17;3;18;6;4;5;1;238;0
2018;TRC33;Şırnak;Female;30;1;0;0;0;0;6;0;1;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;19;0
2018;TRC34;Siirt;Male;652;35;81;18;7;7;140;29;4;40;20;19;1;1;0;78;3;1;20;2;8;7;7;2;3;119;0
2018;TRC34;Siirt;Female;13;0;1;0;0;1;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;6;0
2017;TR100;İstanbul;Male;32252;1212;3462;701;374;369;5832;2975;1158;2425;1707;2212;5;20;39;582;371;17;962;1987;141;637;282;237;550;3995;0
2017;TR100;İstanbul;Female;1229;27;65;2;13;15;374;37;41;115;14;58;7;1;1;26;4;0;5;163;0;8;6;1;26;220;0
2017;TR211;Tekirdağ;Male;2676;86;371;78;36;48;590;123;65;137;87;98;1;1;3;32;82;2;56;201;81;109;34;25;59;271;0
2017;TR211;Tekirdağ;Female;107;2;8;0;0;5;40;2;3;10;0;8;0;0;0;2;0;0;1;9;0;0;1;1;1;14;0
2017;TR212;Edirne;Male;1595;57;189;72;15;21;252;62;22;93;74;42;1;1;1;43;53;1;21;97;7;58;15;2;43;353;0
2017;TR212;Edirne;Female;52;2;10;0;0;1;11;2;0;4;0;0;0;0;0;3;0;1;0;8;0;2;0;0;2;6;0
2017;TR213;Kırklareli;Male;983;40;162;37;16;20;191;46;19;68;14;33;2;1;1;19;20;3;14;60;7;38;13;10;23;126;0
2017;TR213;Kırklareli;Female;31;1;3;0;0;0;8;0;2;7;0;1;0;0;0;0;0;0;1;2;0;2;0;0;0;4;0
2017;TR221;Balıkesir;Male;3978;221;523;108;55;86;601;214;108;176;52;107;1;4;3;38;178;10;110;392;6;239;53;53;117;523;0
2017;TR221;Balıkesir;Female;195;3;20;2;3;8;55;8;7;19;2;6;0;0;0;4;2;0;1;15;0;7;1;1;1;30;0
2017;TR222;Çanakkale;Male;1592;54;201;42;29;35;253;76;27;30;30;54;0;3;1;20;36;4;28;125;76;90;26;28;41;283;0
2017;TR222;Çanakkale;Female;71;1;7;0;1;3;18;0;0;2;1;1;0;0;0;1;1;0;0;8;0;2;1;1;1;22;0
2017;TR310;İzmir;Male;16413;527;1838;341;150;322;2978;1189;500;938;960;763;5;14;10;348;494;18;364;842;75;574;194;213;326;2430;0
2017;TR310;İzmir;Female;718;16;59;3;5;18;202;31;27;52;8;32;0;2;1;23;6;0;5;57;0;10;9;11;1;140;0
2017;TR321;Aydın;Male;4347;132;564;114;53;95;791;258;87;210;114;127;2;6;3;61;131;8;86;438;11;215;47;49;91;654;0
2017;TR321;Aydın;Female;149;4;12;1;1;3;40;9;3;11;5;3;1;0;1;0;1;1;0;23;0;5;2;1;2;20;0
2017;TR322;Denizli;Male;3912;142;434;86;63;79;616;193;141;151;73;140;0;1;0;73;101;9;77;673;4;185;37;45;73;516;0
2017;TR322;Denizli;Female;218;3;12;2;2;12;57;3;6;20;2;7;0;0;0;2;1;0;1;53;0;3;1;2;0;29;0
2017;TR323;Muğla;Male;3002;96;447;87;54;73;412;86;81;177;43;98;0;4;6;38;171;6;40;275;3;166;39;30;111;459;0
2017;TR323;Muğla;Female;131;3;12;1;1;5;31;2;4;5;1;5;0;0;0;2;3;0;1;22;0;3;1;1;1;27;0
2017;TR331;Manisa;Male;4616;165;607;138;77;92;791;268;132;280;86;109;2;4;0;90;158;20;64;478;4;230;67;57;106;591;0
2017;TR331;Manisa;Female;182;2;10;1;5;9;46;10;8;8;1;5;0;0;0;1;0;0;0;33;0;8;2;0;3;30;0
2017;TR332;Afyonkarahisar;Male;2132;85;342;73;65;52;282;85;88;62;16;89;1;0;3;44;49;4;42;283;2;122;17;28;43;255;0
2017;TR332;Afyonkarahisar;Female;102;6;20;1;4;2;19;2;6;2;2;4;0;0;0;0;0;0;2;10;0;7;0;2;1;12;0
2017;TR333;Kütahya;Male;1224;53;175;24;26;19;214;59;42;42;13;38;0;0;1;17;28;1;19;189;1;74;16;31;33;109;0
2017;TR333;Kütahya;Female;46;0;6;3;1;0;10;0;0;2;1;3;0;0;0;3;0;0;0;3;0;1;1;0;0;12;0
2017;TR334;Uşak;Male;1239;58;192;32;18;17;129;61;32;106;19;53;0;3;0;17;25;6;19;164;0;84;16;18;33;137;0
2017;TR334;Uşak;Female;74;2;10;0;1;3;17;0;3;9;0;1;0;0;0;2;0;0;0;11;0;1;2;0;0;12;0
2017;TR411;Bursa;Male;8170;272;1079;216;98;150;1405;420;271;427;277;380;2;5;1;101;252;9;233;792;14;323;82;91;203;1067;0
2017;TR411;Bursa;Female;420;7;26;0;2;11;120;2;9;79;6;17;0;0;0;2;3;0;5;47;0;7;1;2;5;69;0
2017;TR412;Eskişehir;Male;2421;104;400;55;42;74;408;110;104;69;69;90;1;1;0;30;116;2;57;184;36;104;27;31;38;269;0
2017;TR412;Eskişehir;Female;122;1;13;0;1;4;35;5;5;12;1;5;0;0;0;1;3;0;1;13;0;3;1;2;0;16;0
2017;TR413;Bilecik;Male;637;16;87;31;6;12;117;22;14;11;12;20;1;1;1;13;27;2;13;61;3;27;1;6;20;113;0
2017;TR413;Bilecik;Female;20;0;3;0;0;1;6;0;0;0;0;1;0;0;0;0;0;0;0;6;0;1;0;0;0;2;0
2017;TR421;Kocaeli;Male;3879;184;491;125;84;72;665;198;124;418;125;194;1;1;4;54;103;25;95;78;26;141;51;30;81;509;0
2017;TR421;Kocaeli;Female;202;4;13;2;7;3;79;7;11;8;2;11;0;0;0;2;3;0;2;8;0;2;0;0;1;37;0
2017;TR422;Sakarya;Male;2453;108;275;80;63;52;393;60;64;121;78;119;1;0;6;52;86;36;85;288;2;88;22;20;55;299;0
2017;TR422;Sakarya;Female;91;1;10;1;3;2;28;1;1;4;3;11;0;0;0;0;2;1;0;7;0;2;3;2;0;9;0
2017;TR423;Düzce;Male;1232;53;194;40;20;29;180;48;24;81;65;51;0;1;0;19;41;11;27;88;3;67;11;17;30;132;0
2017;TR423;Düzce;Female;39;2;7;0;0;0;8;0;1;2;1;2;0;0;0;1;1;1;0;9;0;2;0;0;0;2;0
2017;TR424;Bolu;Male;872;26;155;21;12;28;109;28;20;36;12;22;1;0;4;9;69;3;7;161;0;26;11;9;11;92;0
2017;TR424;Bolu;Female;54;0;6;0;0;4;6;1;1;3;0;1;0;0;0;0;3;0;0;18;0;2;0;1;0;8;0
2017;TR425;Yalova;Male;715;16;96;27;3;19;117;41;26;57;26;24;0;0;0;12;29;2;17;35;0;31;11;3;59;64;0
2017;TR425;Yalova;Female;29;0;3;0;1;0;7;2;0;2;0;2;0;0;0;3;1;0;0;2;0;1;0;0;1;4;0
2017;TR510;Ankara;Male;11271;390;1444;245;132;191;2502;755;398;713;263;491;1;15;5;288;311;0;209;507;60;424;94;107;218;1508;0
2017;TR510;Ankara;Female;456;7;33;3;5;9;156;14;24;27;8;20;2;0;1;3;3;0;2;28;0;10;3;3;2;93;0
2017;TR521;Konya;Male;6030;209;698;155;71;118;1097;393;140;415;98;164;4;5;1;163;136;8;123;932;12;248;47;64;88;641;0
2017;TR521;Konya;Female;209;3;22;1;4;5;43;4;4;38;5;1;2;0;0;2;4;0;4;31;0;4;2;2;0;28;0
2017;TR522;Karaman;Male;787;39;122;28;16;18;110;43;11;49;12;18;0;0;0;10;52;2;17;87;2;44;7;7;16;77;0
2017;TR522;Karaman;Female;22;0;3;0;0;0;5;0;1;2;0;0;0;0;0;0;0;0;0;7;0;1;0;0;1;2;0
2017;TR611;Antalya;Male;9949;271;1223;236;136;183;1874;472;278;567;222;453;3;15;7;302;356;29;194;990;16;331;90;85;251;1365;0
2017;TR611;Antalya;Female;479;7;39;2;12;17;118;12;15;50;8;14;3;1;0;8;7;0;3;62;0;12;3;3;5;78;0
2017;TR612;Isparta;Male;1437;50;191;49;34;28;223;61;54;88;44;49;2;5;1;23;82;4;21;105;24;81;9;16;38;155;0
2017;TR612;Isparta;Female;76;0;4;0;1;2;9;1;4;19;14;3;0;0;0;0;0;0;0;8;0;1;0;0;0;10;0
2017;TR613;Burdur;Male;667;28;97;17;14;19;90;23;16;15;9;19;0;0;1;6;52;0;12;88;1;39;10;14;30;67;0
2017;TR613;Burdur;Female;30;3;6;0;1;0;5;1;2;0;2;0;0;0;0;0;0;0;0;4;0;0;0;0;0;6;0
2017;TR621;Adana;Male;8478;366;838;181;79;110;1509;420;185;1224;438;267;5;3;3;332;126;23;249;241;28;280;62;101;177;1231;0
2017;TR621;Adana;Female;307;5;11;2;4;5;59;16;12;37;15;17;5;1;0;10;0;0;1;11;0;6;0;4;1;85;0
2017;TR622;Mersin;Male;7145;248;771;157;83;128;1318;403;165;627;137;223;1;6;3;382;222;25;177;436;15;270;86;80;207;975;0
2017;TR622;Mersin;Female;264;4;20;0;4;8;60;13;4;28;3;15;0;0;0;6;6;0;1;15;0;5;6;3;8;55;0
2017;TR631;Hatay;Male;3237;132;397;74;30;57;602;162;65;299;98;87;0;0;5;217;76;19;58;181;7;102;25;32;51;461;0
2017;TR631;Hatay;Female;100;0;8;1;1;1;26;3;2;16;2;2;2;0;0;6;0;0;1;5;0;3;2;1;2;16;0
2017;TR632;Kahramanmaraş;Male;2110;110;295;77;36;31;334;109;53;128;49;67;1;1;0;62;54;10;61;214;3;112;28;24;20;231;0
2017;TR632;Kahramanmaraş;Female;67;1;2;2;1;2;25;3;4;5;0;3;0;0;0;2;0;0;0;2;0;1;0;0;0;14;0
2017;TR633;Osmaniye;Male;1494;66;153;34;21;26;225;95;18;147;86;45;0;2;1;46;33;16;34;127;2;71;17;18;40;171;0
2017;TR633;Osmaniye;Female;56;0;7;1;1;1;17;0;2;5;0;4;0;1;0;1;0;0;1;7;0;2;0;2;0;4;0
2017;TR711;Kırıkkale;Male;745;25;134;23;16;16;125;37;17;55;19;19;0;0;0;11;32;0;14;63;6;25;2;13;33;60;0
2017;TR711;Kırıkkale;Female;24;1;1;0;0;0;17;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;3;0
2017;TR712;Aksaray;Male;788;39;113;29;14;13;113;45;13;94;12;28;0;0;0;24;11;0;13;42;1;61;3;19;9;92;0
2017;TR712;Aksaray;Female;37;2;1;1;0;2;11;1;3;4;2;3;0;0;0;0;0;0;0;1;0;0;1;0;0;5;0
2017;TR713;Niğde;Male;1056;32;175;30;20;20;120;32;28;75;23;23;1;1;0;25;42;0;21;118;5;60;10;9;69;117;0
2017;TR713;Niğde;Female;24;0;4;0;0;1;3;0;0;2;0;1;0;0;0;0;0;0;0;5;0;0;1;0;1;6;0
2017;TR714;Nevşehir;Male;932;38;136;45;30;16;107;45;20;36;29;26;0;0;3;18;54;0;17;121;1;53;4;9;40;84;0
2017;TR714;Nevşehir;Female;42;2;8;2;4;0;12;1;0;0;0;0;0;0;0;1;0;0;0;4;0;1;1;0;1;5;0
2017;TR715;Kırşehir;Male;475;23;70;13;16;16;45;14;5;23;10;13;0;0;1;29;15;0;9;48;0;27;8;10;2;78;0
2017;TR715;Kırşehir;Female;25;0;3;0;0;1;12;0;0;0;1;0;0;0;0;0;0;0;1;3;0;0;0;0;0;4;0
2017;TR721;Kayseri;Male;4499;132;690;135;75;114;560;245;110;304;105;94;0;3;0;95;83;0;120;667;6;190;45;46;215;465;0
2017;TR721;Kayseri;Female;245;4;15;4;5;4;78;11;5;10;7;9;0;0;0;1;1;0;0;33;0;5;5;2;1;45;0
2017;TR722;Sivas;Male;1248;51;198;37;27;25;114;59;18;46;28;36;0;1;0;43;39;3;52;163;7;84;12;24;26;155;0
2017;TR722;Sivas;Female;54;0;8;0;0;2;12;2;0;1;0;1;1;1;0;1;0;0;1;5;0;3;0;0;2;14;0
2017;TR723;Yozgat;Male;722;28;139;31;11;20;80;34;10;26;8;32;1;0;0;17;23;0;18;60;2;36;8;11;10;117;0
2017;TR723;Yozgat;Female;21;0;3;1;0;1;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;6;0
2017;TR811;Zonguldak;Male;1421;52;263;66;23;29;161;42;18;59;16;38;0;0;0;7;74;22;36;168;2;105;14;28;52;146;0
2017;TR811;Zonguldak;Female;76;1;9;0;1;3;19;0;7;0;0;2;0;0;0;0;0;2;1;9;0;6;1;0;4;11;0
2017;TR812;Karabük;Male;486;22;79;27;9;12;65;28;9;10;3;20;0;5;0;10;13;1;8;70;0;25;7;7;7;49;0
2017;TR812;Karabük;Female;26;0;5;0;0;1;6;2;3;2;0;0;0;0;0;1;1;0;0;1;0;3;0;0;0;1;0
2017;TR813;Bartın;Male;458;16;64;22;5;17;44;16;10;7;7;18;0;0;0;6;32;4;10;50;0;30;9;14;32;45;0
